Issuer,RIC,Exchange,TRBC Sector,GICS Sector,Market Cap (USD),Price to Book Ratio,% Price Change Year To Date,% Price Change Relative to Index YTD,% Price Change Relative to Sector YTD,% Price Change 1Y
NVIDIA Corp,NVDA.O,NASDAQ Global Select Consolidated,Semiconductors (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductors",4380075000000,27.846598,-3.351206,1.618363,-1.822587,55.952587
Tesla Inc,TSLA.O,NASDAQ Global Select Consolidated,Electric (Alternative) Vehicles,"Consumer Discretionary, Automobiles & Components, Automobiles, Automobile Manufacturers",1467951392140,17.871987,-13.012541,-8.539747,-0.216835,62.539471
Micron Technology Inc,MU.O,NASDAQ Global Select Consolidated,Semiconductors (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductors",479613261389,8.854671,49.304509,56.981575,51.665943,349.125211
Sandisk Corp,SNDK.O,NASDAQ Global Select Consolidated,Storage Devices,"Information Technology, Technology Hardware & Equipment, Technology Hardware, Storage & Peripherals",97655755094,10.596328,178.717668,193.049008,192.570398,1265.854666
Microsoft Corp,MSFT.O,NASDAQ Global Select Consolidated,Software (NEC),"Information Technology, Software & Services, Software, Systems Software",2937207581011,8.551345,-18.210579,-14.005061,-0.492046,4.430129
Broadcom Inc,AVGO.O,NASDAQ Global Select Consolidated,Semiconductors (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductors",1525320702157,18.763479,-6.917076,-2.13086,-5.444855,68.352843
Apple Inc,AAPL.O,NASDAQ Global Select Consolidated,Phones & Smart Phones,"Information Technology, Technology Hardware & Equipment, Technology Hardware, Storage & Peripherals",3677440074360,49.875091,-7.996763,-3.266063,-3.42405,19.286532
Amazon.com Inc,AMZN.O,NASDAQ Global Select Consolidated,Internet & Mail Order Department Stores,"Consumer Discretionary, Consumer Discretionary Distribution & Retail, Broadline Retail",2229321017072,5.423281,-10.02946,-5.403279,-2.897676,7.107123
Meta Platforms Inc,META.O,NASDAQ Global Select Consolidated,Social Media & Networking,"Communication Services, Media & Entertainment, Interactive Media & Services",1552413483811,7.145977,-7.026315,-2.245715,--,3.905933
Alphabet Inc,GOOGL.O,NASDAQ Global Select Consolidated,Search Engines,"Communication Services, Media & Entertainment, Interactive Media & Services",3652221999999,--,-3.42492,1.540859,--,85.721307
Oracle Corp,ORCL.K,NYSE Consolidated,Enterprise Software,"Information Technology, Software & Services, Software, Systems Software",446103495060,21.813285,-20.419681,-17.860153,-3.179719,5.045375
Palantir Technologies Inc,PLTR.O,NASDAQ Global Select Consolidated,Software (NEC),"Information Technology, Software & Services, Software, Application Software",360871743825,48.850501,-15.077356,-10.710732,9.884117,89.588043
Advanced Micro Devices Inc,AMD.O,NASDAQ Global Select Consolidated,Semiconductors (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductors",315305152927,5.004923,-9.698356,-5.05515,-8.270125,97.115483
Kioxia Holdings Corp,285A.T,Tokyo Stock Exchange,Semiconductors (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductors",72063655861,26.24045,101.868711,89.627636,93.688273,667.954794
Intel Corp,INTC.O,NASDAQ Global Select Consolidated,Semiconductors (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductors",228621150000,2.000518,24.03794,30.415828,25.999752,93.122363
Netflix Inc,NFLX.O,NASDAQ Global Select Consolidated,Online Services (NEC),"Communication Services, Media & Entertainment, Entertainment, Movies & Entertainment",402414274516,15.119553,1.653157,6.880045,--,7.069436
Lumentum Holdings Inc,LITE.O,NASDAQ Global Select Consolidated,Communications & Networking (NEC),"Information Technology, Technology Hardware & Equipment, Communications Equipment",44446500000,39.170265,68.886839,77.570805,58.275113,932.509537
Samsung Electronics Co Ltd,005930.KS,Korea Exchange - KSE,Phones & Handheld Devices (NEC),"Information Technology, Technology Hardware & Equipment, Technology Hardware, Storage & Peripherals",800804189321,5.228436,53.044204,17.537103,6.928075,235.466179
Exxon Mobil Corp,XOM,NYSE Consolidated,Oil & Gas Refining and Marketing (NEC),"Energy, Oil, Gas & Consumable Fuels, Integrated Oil & Gas",650515110282,2.507904,29.732425,33.904987,-0.144399,43.664305
Chevron Corp,CVX,NYSE Consolidated,Integrated Oil & Gas,"Energy, Oil, Gas & Consumable Fuels, Integrated Oil & Gas",392731781785,2.106365,29.138508,33.291968,-0.601539,28.129679
JPMorgan Chase & Co,JPM,NYSE Consolidated,Banks (NEC),"Financials, Banks, Diversified Banks",764446856370,2.232659,-12.035255,-9.20606,0.905341,25.867046
Salesforce Inc,CRM,NYSE Consolidated,Cloud Computing Services,"Information Technology, Software & Services, Software, Application Software",177982090000,3.009403,-27.209241,-24.868084,-5.813716,-29.038787
SK Hynix Inc,000660.KS,Korea Exchange - KSE,Semiconductors (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductors",434431975664,9.105513,39.784946,7.354066,-2.33583,355.683525
Vertiv Holdings Co,VRT,NYSE Consolidated,Electrical Components & Equipment (NEC),"Industrials, Capital Goods, Electrical Equipment, Electrical Components & Equipment",99047090360,25.130564,59.792605,64.931988,51.297341,211.565772
Strategy Inc,MSTR.O,NASDAQ Global Select Consolidated,Enterprise Software,"Information Technology, Software & Services, Software, Application Software",44401156689,1.014434,-8.081606,-3.355268,18.936141,-46.945985
Huagong Tech Co Ltd,000988.SZ,Shenzhen Stock Exchange,Electronic Components,"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Equipment & Instruments",17374414577,11.726174,49.61553,40.175381,--,175.830816
Sungrow Power Supply Co Ltd,300274.SZ,Shenzhen Stock Exchange,Renewable Energy Equipment & Services (NEC),"Industrials, Capital Goods, Electrical Equipment, Electrical Components & Equipment",52937231821,9.852863,2.543265,-3.92681,--,159.452663
Applovin Corp,APP.O,NASDAQ Global Select Consolidated,Application Software,"Information Technology, Software & Services, Software, Application Software",154699300260,72.469856,-31.929892,-28.429806,-11.921917,68.628676
Tencent Holdings Ltd,0700.HK,The Stock Exchange of Hong Kong Ltd,Online Services (NEC),"Communication Services, Media & Entertainment, Interactive Media & Services",637048155378,4.494714,-8.597663,-8.005652,-5.921539,7.881773
Bank of America Corp,BAC,NYSE Consolidated,Banks (NEC),"Financials, Banks, Diversified Banks",335294590982,1.209354,-15.054545,-12.322459,-2.55812,17.771616
Contemporary Amperex Technology Co Ltd,300750.SZ,Shenzhen Stock Exchange,Batteries & Uninterruptable Power Supplies,"Industrials, Capital Goods, Electrical Equipment, Electrical Components & Equipment",267136876087,5.374709,8.097805,1.277261,--,56.780665
Walmart Inc,WMT.O,NASDAQ Global Select Consolidated,Food Retail & Distribution (NEC),"Consumer Staples, Consumer Staples Distribution & Retail, Consumer Staples Merchandise Retail",1008385524285,11.079577,13.562517,19.40177,-0.498681,49.727811
Eoptolink Technology Inc Ltd,300502.SZ,Shenzhen Stock Exchange,Electronic Components,"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Components",57020700433,47.029705,-8.552265,-14.322256,--,496.176133
UnitedHealth Group Inc,UNH,NYSE Consolidated,Managed Healthcare (NEC),"Health Care, Health Care Equipment & Services, Health Care Providers & Services, Managed Health Care",256046277423,2.720713,-14.546666,-11.798245,2.328488,-41.416764
Applied Materials Inc,AMAT.O,NASDAQ Global Select Consolidated,Semiconductor Machinery Manufacturing,"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductor Materials & Equipment",271041577876,13.27659,32.896222,39.729592,5.083363,127.762588
Western Digital Corp,WDC.O,NASDAQ Global Select Consolidated,Storage Devices,"Information Technology, Technology Hardware & Equipment, Technology Hardware, Storage & Peripherals",92316635781,17.382157,58.060022,66.187286,65.915867,547.846776
Lam Research Corp,LRCX.O,NASDAQ Global Select Consolidated,Semiconductor Equipment & Testing (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductor Materials & Equipment",264989206200,26.870761,23.96308,30.337118,-1.980228,181.955886
Adobe Inc,ADBE.O,NASDAQ Global Select Consolidated,Application Software,"Information Technology, Software & Services, Software, Application Software",101632036395,8.744045,-28.763679,-25.10079,-7.825053,-34.014398
Fujikura Ltd,5803.T,Tokyo Stock Exchange,Electrical Components,"Industrials, Capital Goods, Electrical Equipment, Electrical Components & Equipment",49245577888,19.25505,52.06422,42.843229,-7.776903,361.297617
Goldman Sachs Group Inc,GS,NYSE Consolidated,Investment Banking & Brokerage Services (NEC),"Financials, Financial Services, Capital Markets, Investment Banking & Brokerage",232123103117,2.113688,-11.011377,-8.149251,1.989543,49.046322
Coinbase Global Inc,COIN.O,NASDAQ Global Select Consolidated,Blockchain & Cryptocurrency (NEC),"Financials, Financial Services, Capital Markets, Financial Exchanges & Data",51634617794,3.490463,-13.535863,-9.089977,--,10.163953
ServiceNow Inc,NOW,NYSE Consolidated,Enterprise Software,"Information Technology, Software & Services, Software, Systems Software",118846520000,9.167427,-25.830668,-23.445172,-9.762921,-30.004189
Circle Internet Group Inc,CRCL.K,NYSE Consolidated,Financial Technology (Fintech) (NEC),"Information Technology, Software & Services, Software, Application Software",28477584620,8.553556,45.498108,50.177739,88.264641,--
Zhongji Innolight Co Ltd,300308.SZ,Shenzhen Stock Exchange,Communications & Networking (NEC),"Information Technology, Technology Hardware & Equipment, Communications Equipment",87677555270,31.475484,-11.144262,-16.750709,--,428.851595
Eli Lilly and Co,LLY,NYSE Consolidated,Pharmaceuticals (NEC),"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Pharmaceuticals",929282527293,35.021011,-8.337366,-5.389236,-10.852197,22.881557
Marvell Technology Inc,MRVL.O,NASDAQ Global Select Consolidated,Semiconductors (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductors",76815998000,5.368595,3.389033,8.705177,5.024257,27.777778
Visa Inc,V,NYSE Consolidated,Transaction & Payment Services,"Financials, Financial Services, Transaction & Payment Processing Services",585411698244,15.752118,-12.42337,-9.606657,0.613861,-6.516512
Caterpillar Inc,CAT,NYSE Consolidated,Construction Machinery,"Industrials, Capital Goods, Machinery, Construction Machinery & Heavy Transportation Equipment",322904755534,15.147047,21.142668,25.038959,4.849791,108.211575
Boeing Co,BA,NYSE Consolidated,Commercial Aircraft Manufacturing,"Industrials, Capital Goods, Aerospace & Defense",164940826544,30.275482,-3.329956,-0.220774,-9.589807,31.74115
Robinhood Markets Inc,HOOD.O,NASDAQ Global Select Consolidated,Financial Technology (Fintech) (NEC),"Financials, Financial Services, Capital Markets, Investment Banking & Brokerage",66073632742,7.229063,-35.110522,-31.77398,-25.630401,103.747918
China Energy Engineering Corp Ltd,601868.SS,Shanghai Stock Exchange,Electric Power Plant Construction,"Industrials, Capital Goods, Construction & Engineering",19384806170,1.344051,59.148936,54.22894,48.052469,63.318777
GE Vernova Inc,GEV,NYSE Consolidated,Electric Utilities (NEC),"Industrials, Capital Goods, Electrical Equipment, Heavy Electrical Equipment",216976609109,19.41104,23.172728,27.134312,10.108264,168.1255
Nebius Group NV,NBIS.O,NASDAQ Global Select Consolidated,Data Processing Services,"Information Technology, Software & Services, Software, Systems Software",28578266874,8.783313,34.938176,41.876541,64.170642,331.60107
Johnson & Johnson,JNJ,NYSE Consolidated,Pharmaceuticals (NEC),"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Pharmaceuticals",581728264652,7.133919,16.704518,20.458066,13.502645,48.18087
Cisco Systems Inc,CSCO.O,NASDAQ Global Select Consolidated,Communications & Networking (NEC),"Information Technology, Technology Hardware & Equipment, Communications Equipment",309395121979,6.604938,1.687654,6.916316,-4.701722,31.271996
CoreWeave Inc,CRWV.O,NASDAQ Global Select Consolidated,Cloud Computing Services,"Information Technology, Software & Services, IT Services, Internet Services & Infrastructure",42638564467,12.785177,13.266304,19.090326,--,--
Coherent Corp,COHR.K,NYSE Consolidated,Electronic Components,"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Components",47403748355,8.398198,31.527334,35.757625,17.576728,289.038462
Costco Wholesale Corp,COST.O,NASDAQ Global Select Consolidated,Discount Stores (NEC),"Consumer Staples, Consumer Staples Distribution & Retail, Consumer Staples Merchandise Retail",447392530912,15.340575,16.941114,22.954091,2.461581,13.227864
Canadian Natural Resources Ltd,CNQ.TO,The Toronto Stock Exchange,Oil & Gas Exploration and Production (NEC),"Energy, Oil, Gas & Consumable Fuels, Oil & Gas Exploration & Production",101070188836,3.125098,43.063024,39.417771,9.675196,60.690988
Citigroup Inc,C,NYSE Consolidated,Investment Banking & Brokerage Services (NEC),"Financials, Banks, Diversified Banks",184885526061,0.961738,-9.426686,-6.513592,3.89766,57.206604
General Electric Co,GE,NYSE Consolidated,Aerospace & Defense (NEC),"Industrials, Capital Goods, Aerospace & Defense",313124983423,16.765272,-2.707528,0.421673,-9.007685,55.747843
Furukawa Electric Co Ltd,5801.T,Tokyo Stock Exchange,Electrical Components & Equipment (NEC),"Industrials, Capital Goods, Electrical Equipment, Electrical Components & Equipment",13611797418,6.351845,206.593407,188.001952,85.941135,455.274109
Corning Inc,GLW,NYSE Consolidated,Display Screens,"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Components",110778259834,9.382422,47.464596,52.207474,25.600069,183.157895
Intuit Inc,INTU.O,NASDAQ Global Select Consolidated,Financial Technology (Fintech) (NEC),"Information Technology, Software & Services, Software, Application Software",121670938000,6.173056,-33.582923,-30.167834,-14.060827,-24.317071
Occidental Petroleum Corp,OXY,NYSE Consolidated,Oil & Gas Exploration and Production (NEC),"Energy, Oil, Gas & Consumable Fuels, Integrated Oil & Gas",57085114049,2.057344,40.758755,45.285955,8.342615,27.348735
Goldwind Science & Technology Co Ltd,002202.SZ,Shenzhen Stock Exchange,Wind Systems & Equipment,"Industrials, Capital Goods, Electrical Equipment, Heavy Electrical Equipment",17437792835,3.445517,54.068627,44.347505,--,248.062016
Bloom Energy Corp,BE,NYSE Consolidated,Heavy Electrical Equipment (NEC),"Industrials, Capital Goods, Electrical Equipment, Heavy Electrical Equipment",43347504699,56.394994,77.822534,83.54181,58.961572,545.674885
Suzhou TFC Optical Communication Co Ltd,300394.SZ,Shenzhen Stock Exchange,Electronic Components,"Information Technology, Technology Hardware & Equipment, Communications Equipment",36783206128,63.489395,60.074866,49.974774,--,400.549858
KLA Corp,KLAC.O,NASDAQ Global Select Consolidated,Semiconductor Testing Equipment & Service,"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductor Materials & Equipment",185950523429,39.627573,16.752806,22.756101,-7.681517,108.164343
Wells Fargo & Co,WFC,NYSE Consolidated,Banks (NEC),"Financials, Banks, Diversified Banks",228645600998,1.389867,-20.493562,-17.93641,-8.797277,8.238387
ConocoPhillips,COP,NYSE Consolidated,Oil & Gas Exploration and Production (NEC),"Energy, Oil, Gas & Consumable Fuels, Oil & Gas Exploration & Production",148990919237,2.310402,30.210448,34.398384,2.100947,26.717954
Suzhou Dongshan Precision Manufacturing Co Ltd,002384.SZ,Shenzhen Stock Exchange,Integrated Circuits,"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Components",29579732347,10.792311,31.045481,22.777029,--,247.742947
Mastercard Inc,MA,NYSE Consolidated,Internet Security & Transactions Services,"Financials, Financial Services, Transaction & Payment Processing Services",444113612754,57.401268,-12.768007,-9.96238,0.217918,-4.201374
